seed,model,sampler_type,selector,int_time,logstep_jitter,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,acceptance_prob,step_size,n_rounds,energy_jump_dist
10,normal,SimpleAHMC,inverted,rand,adapt,-1.1208574027518428,0.3820199012021694,0.452631361,0.0,40.0,8.0,0.0,0.937756012090958,0.75,2,0.06644153049901824
10,normal,SimpleAHMC,inverted,rand,adapt,-0.6838105510287298,0.0,0.452802681,0.0,160.0,34.0,0.0,0.0,1.875,3,0.0
10,normal,SimpleAHMC,inverted,rand,adapt,-0.6838105510287298,0.0,0.452966072,0.0,352.0,74.0,0.0,0.0,0.703125,4,0.0
10,normal,SimpleAHMC,inverted,rand,adapt,-0.6838105510287298,0.0,0.453132193,0.0,624.0,126.0,0.0,0.0,0.7470703125,5,0.0
10,normal,SimpleAHMC,inverted,rand,adapt,-0.6838105510287298,0.0,0.45333421100000004,0.0,1168.0,230.0,0.0,0.0,0.7003784179687499,6,0.0
10,normal,SimpleAHMC,inverted,rand,adapt,-0.6838105510287298,0.0,0.453642743,0.015625000000000003,2276.0,443.0,0.0,0.0,0.6976425647735592,7,0.0
10,normal,SimpleAHMC,inverted,rand,adapt,0.10352000582585212,0.9620159853458793,0.454127983,0.03906250000000001,4492.0,869.0,2.4076505520049705,0.8134738261508374,0.7099058129824696,8,0.19689982361508895
10,normal,SimpleAHMC,inverted,rand,adapt,0.09022252146576845,0.9936553734317525,0.455046463,0.07031250000000004,9072.0,1758.0,11.050230145269735,0.7377097481835736,0.7393696772908228,9,0.23981755519459827
10,normal,SimpleAHMC,inverted,rand,adapt,-0.047551216240649674,0.8556228698441002,0.456714285,0.04589843750000001,17928.0,3460.0,6.444530770158842,0.7677721282531481,0.7144592731242861,10,0.2115790941725065
10,normal,SimpleAHMC,inverted,rand,adapt,0.07261155167598346,0.9387001204623078,0.459927238,0.0498046875,36120.0,6984.0,97.24005201354511,0.7787696077052817,0.724052842465556,11,0.2050548267528361
10,normal,SimpleAHMC,inverted,rand,adapt,0.15458735201684343,1.1609225940164742,0.46607892500000003,0.04492187499999992,71996.0,13905.0,221.02036257110518,0.7803465756475729,0.7288256517298551,12,0.21424642555708354
10,normal,SimpleAHMC,inverted,rand,adapt,-0.0016320010275417583,1.0177098834699745,0.47841010900000003,0.04248046875000015,144200.0,27860.0,475.7237558142242,0.778617419289881,0.7256228046275296,13,0.2100001341656784
10,normal,SimpleAHMC,inverted,rand,adapt,-0.009137609753440856,0.948902414436773,0.503611738,0.04583740234375011,288596.0,55767.0,769.6202564108013,0.7792135814443021,0.7293319666079706,14,0.20563165535411299
10,normal,SimpleAHMC,inverted,rand,adapt,-0.01174767512192859,1.0320985173181665,0.553624554,0.04367065429687482,576364.0,111325.0,1775.5054942951958,0.7787224078510098,0.7229273867315208,15,0.20939999100206771
10,normal,SimpleAHMC,inverted,rand,adapt,0.01719772923802072,1.0074773221750162,0.653727583,0.044906616210937604,1.152036e6,222475.0,3581.996947819894,0.7785505191454819,0.7232390123826905,16,0.2048071320771473
10,normal,SimpleAHMC,inverted,rand,adapt,-0.0030428020703268787,0.9935029264145746,0.866373999,0.044738769531249487,2.306528e6,445562.0,7665.822857269629,0.7788921788223083,0.7247440129978368,17,0.20341305163228082
10,normal,SimpleAHMC,inverted,rand,adapt,0.009505343630631897,0.9872535390289141,1.267832018,0.045055389404297125,4.61578e6,891803.0,13846.501107449529,0.7790536192698313,0.7241782905565204,18,0.20403244753676192
10,normal,SimpleAHMC,inverted,rand,adapt,-0.0022215493940582025,0.9939384995374885,2.084649117,0.044631958007812965,9.227176e6,1.782508e6,30952.771071814706,0.7788279680462635,0.7234037487466077,19,0.20475132029220566
10,normal,SimpleAHMC,inverted,rand,adapt,0.0062344582740024735,1.0042867202991304,3.708989772,0.04464530944824274,1.8458328e7,3.566008e6,63058.65650645193,0.7799284833090894,0.7236038173034879,20,0.204267639152209
10,normal,SimpleAHMC,inverted,rand,adapt,-0.004888136977950318,1.0022025847411509,6.915296348,0.04493904113769371,3.6924052e7,7.133863e6,122725.70601875744,0.7791442299688213,0.7236978410271682,21,0.20361991525702108
